subsystem,reaction
Lysine metabolism,GLUTACOAm
Lysine metabolism,GLUTCONm
Lysine metabolism,HMR_6975
Lysine metabolism,HMR_6976
Lysine metabolism,HMR_6977
Lysine metabolism,HMR_6978
Methionine and cysteine metabolism,2AMACSULT
Methionine and cysteine metabolism,3SALATAi
Methionine and cysteine metabolism,3SALATAim
Methionine and cysteine metabolism,3SPYRSP
Methionine and cysteine metabolism,3SPYRSPm
Methionine and cysteine metabolism,CYSGLTH
Methionine and cysteine metabolism,CYSTA
Methionine and cysteine metabolism,LCYSTAT
Methionine and cysteine metabolism,MCLACCYSR
Methionine and cysteine metabolism,MCLOR
Methionine and cysteine metabolism,MCPST
Methionine and cysteine metabolism,METAT
Methionine and cysteine metabolism,METS
Methionine and cysteine metabolism,SLDt
Methionine and cysteine metabolism,SLDx
Methionine and cysteine metabolism,SULFOX
Methionine and cysteine metabolism,r0027
Methionine and cysteine metabolism,r0142
Methionine and cysteine metabolism,r0193
Methionine and cysteine metabolism,r0210
Methionine and cysteine metabolism,r0281
Methionine and cysteine metabolism,r0595
Methionine and cysteine metabolism,RE1933C
Methionine and cysteine metabolism,RE2030M
Methionine and cysteine metabolism,RE2223M
Methionine and cysteine metabolism,RE2640C
Methionine and cysteine metabolism,RE3009C
Methionine and cysteine metabolism,HYPTROXe
Methionine and cysteine metabolism,SFCYSc
Methionine and cysteine metabolism,METTRANSc
Methionine and cysteine metabolism,METDECARc
Methionine and cysteine metabolism,LHCYSTIN
Methionine and cysteine metabolism,DKMPPD2
Methionine and cysteine metabolism,DKMPPD3
Methionine and cysteine metabolism,UNK3r
Methionine and cysteine metabolism,CYSTGL
Methionine and cysteine metabolism,CYSTS
Methionine and cysteine metabolism,r0060
Methionine and cysteine metabolism,AHC
Methionine and cysteine metabolism,HMR_3915
Methionine and cysteine metabolism,HMR_3996
Methionine and cysteine metabolism,HMR_4701
Methionine and cysteine metabolism,HMR_5387
Methionine and cysteine metabolism,HMR_5389
Methionine and cysteine metabolism,HMR_5390
Methionine and cysteine metabolism,HMR_6515
Miscellaneous,R_group_phosphotase_1
Miscellaneous,R_group_phosphotase_2
Miscellaneous,R_group_phosphotase_3
Miscellaneous,CATp
Miscellaneous,DPPS
Miscellaneous,H2CO3Dm
Miscellaneous,PPA2
Miscellaneous,PPAer
Miscellaneous,PPAn
Miscellaneous,PRDX
Miscellaneous,PRDXl
Miscellaneous,TRDR2
Miscellaneous,TRDR3
Miscellaneous,r0016
Miscellaneous,r0023
Miscellaneous,r0068
Miscellaneous,r0083
Miscellaneous,r0084
Miscellaneous,r0097
Miscellaneous,r0196
Miscellaneous,r0221
Miscellaneous,r0242
Miscellaneous,r0246
Miscellaneous,r0317
Miscellaneous,r0319
Miscellaneous,r0340
Miscellaneous,r0380
Miscellaneous,r0383
Miscellaneous,r0385
Miscellaneous,r0386
Miscellaneous,r0390
Miscellaneous,r0393
Miscellaneous,r0407
Miscellaneous,r0408
Miscellaneous,r0409
Miscellaneous,r0423
Miscellaneous,r0424
Miscellaneous,r0425
Miscellaneous,r0426
Miscellaneous,r0451
Miscellaneous,r0465
Miscellaneous,r0466
Miscellaneous,r0510
Miscellaneous,r0511
Miscellaneous,r0517
Miscellaneous,r0546
Miscellaneous,r0548
Miscellaneous,r0555
Miscellaneous,r0557
Miscellaneous,r0558
Miscellaneous,r0587
Miscellaneous,r0604
Miscellaneous,r0610
Miscellaneous,r0611
Miscellaneous,r0627
Miscellaneous,r0642
Miscellaneous,r0648
Miscellaneous,r0649
Miscellaneous,r0656
Miscellaneous,r0670
Miscellaneous,r0707
Miscellaneous,r0716
Miscellaneous,r0737
Miscellaneous,r0752
Miscellaneous,r0753
Miscellaneous,r0754
Miscellaneous,r0755
Miscellaneous,r0756
Miscellaneous,r0757
Miscellaneous,r0774
Miscellaneous,r0779
Miscellaneous,r0795
Miscellaneous,r1109
Miscellaneous,r1134
Miscellaneous,r1135
Miscellaneous,r1164
Miscellaneous,r1165
Miscellaneous,r1166
Miscellaneous,r1167
Miscellaneous,r1168
Miscellaneous,r1169
Miscellaneous,r1170
Miscellaneous,r1171
Miscellaneous,r1172
Miscellaneous,r1174
Miscellaneous,r1175
Miscellaneous,r1177
Miscellaneous,r1179
Miscellaneous,r1181
Miscellaneous,r1182
Miscellaneous,r1183
Miscellaneous,r1377
Miscellaneous,r1378
Miscellaneous,r1391
Miscellaneous,r1392
Miscellaneous,r1411
Miscellaneous,r1418
Miscellaneous,r1446
Miscellaneous,RE0383C
Miscellaneous,RE0936E
Miscellaneous,RE0937E
Miscellaneous,RE0938E
Miscellaneous,RE1050E
Miscellaneous,RE1691M
Miscellaneous,RE1860E
Miscellaneous,RE2127C
Miscellaneous,RE2154C
Miscellaneous,RE2155C
Miscellaneous,RE2269E
Miscellaneous,RE2270E
Miscellaneous,RE2273E
Miscellaneous,RE2304E
Miscellaneous,RE2404C
Miscellaneous,RE2405C
Miscellaneous,RE2445E
Miscellaneous,RE2514E
Miscellaneous,RE2526C
Miscellaneous,RE2541C
Miscellaneous,RE2541E
Miscellaneous,RE3381C
Miscellaneous,RE3381E
Miscellaneous,PCSF
Miscellaneous,FldAct
Miscellaneous,BANDMT
Miscellaneous,H2CO3D
Miscellaneous,r0082
Miscellaneous,r0220
Miscellaneous,r0318
Miscellaneous,r0422
Miscellaneous,ALCD1
Miscellaneous,r0339
Miscellaneous,OAADC
Miscellaneous,r0392
Miscellaneous,S2L2N2M2Mtl
Miscellaneous,EX_pail_hs[e]
Miscellaneous,EX_CE1243[e]
Miscellaneous,EX_CE5026[e]
Miscellaneous,EX_5cysgly34dhphe[e]
Miscellaneous,EX_CE1261[e]
Miscellaneous,EX_galgluside_hs[e]
Miscellaneous,EX_ga1_hs[e]
Miscellaneous,EX_gm1_hs[e]
Miscellaneous,EX_gm2_hs[e]
Miscellaneous,EX_gm1b_hs[e]
Miscellaneous,EX_gd1b_hs[e]
Miscellaneous,EX_gt1b_hs[e]
Miscellaneous,HMR_5409
Miscellaneous,HMR_8643
Miscellaneous,HMR_9561
Miscellaneous,HMR_9801
Miscellaneous,HMR_9807
Miscellaneous,EX_nadh[e]
N-glycan degradation,A_MANASEly
N-glycan degradation,AHEXASE2ly
N-glycan degradation,AHEXASEly
N-glycan degradation,B_MANNASEly
N-glycan degradation,ENGASE2ly
N-glycan degradation,ENGASEly
N-glycan degradation,FUCASEe
N-glycan degradation,FUCASEly
N-glycan degradation,GALASE1ly
N-glycan degradation,GASNASE2ly
N-glycan degradation,GASNASEly
N-glycan degradation,SIAASEly
N-glycan metabolism,HMR_1532
N-glycan metabolism,HMR_7255
N-glycan metabolism,HMR_7256
N-glycan metabolism,HMR_7278
N-glycan metabolism,HMR_7328
N-glycan metabolism,HMR_7329
N-glycan synthesis,DEDOLP1_L
N-glycan synthesis,DEDOLP2_L
N-glycan synthesis,DEDOLR_L
N-glycan synthesis,DOLGLCP_Lter
N-glycan synthesis,DOLGPP_Ler
N-glycan synthesis,DOLICHOL_Lter
N-glycan synthesis,DOLICHOL_Uter
N-glycan synthesis,DOLK_L
N-glycan synthesis,DOLK_U
N-glycan synthesis,DOLMANP_Uter
N-glycan synthesis,DOLPGT3_Ler
N-glycan synthesis,DOLPGT3_Uer
N-glycan synthesis,DOLPMT3_Uer
N-glycan synthesis,DOLPMT4_Ler
N-glycan synthesis,DOLPMT4_Uer
N-glycan synthesis,GGT_L
N-glycan synthesis,UDPDOLPT_L
N-glycan synthesis,FT
NAD metabolism,NADNe
NAD metabolism,NADPN
NAD metabolism,NADPNe
NAD metabolism,NICRNS
NAD metabolism,NMNATm
NAD metabolism,NMNATn
NAD metabolism,NMNATr
NAD metabolism,NMNS
NAD metabolism,NNATn
NAD metabolism,NNMT
NAD metabolism,NP1
NAD metabolism,RNMK
NAD metabolism,THD1m
NAD metabolism,r0391
NAD metabolism,r0527
NAD metabolism,r0584
NAD metabolism,NADK
NAD metabolism,NNATr
NAD metabolism,NNDPR
NAD metabolism,PNP
NAD metabolism,NADS2
NAD metabolism,NT5C
NAD metabolism,NADN
NAD metabolism,HMR_4261
NAD metabolism,HMR_4263
NAD metabolism,HMR_4270
NAD metabolism,HMR_4278
Nucleotide interconversion,ADK1m
Nucleotide interconversion,ADK3
Nucleotide interconversion,ADK3m
Nucleotide interconversion,ADKd
Nucleotide interconversion,ADNCYC
Nucleotide interconversion,ADNK1m
Nucleotide interconversion,ADPMAN
Nucleotide interconversion,ADSK
Nucleotide interconversion,ADSL1
Nucleotide interconversion,AMPDA
Nucleotide interconversion,ATPH1e
Nucleotide interconversion,ATPH2e
Nucleotide interconversion,BPNT2
Nucleotide interconversion,CYTDK1
Nucleotide interconversion,CYTDK2m
Nucleotide interconversion,CYTDn
Nucleotide interconversion,CYTK10
Nucleotide interconversion,CYTK10n
Nucleotide interconversion,CYTK11
Nucleotide interconversion,CYTK11n
Nucleotide interconversion,CYTK12
Nucleotide interconversion,CYTK12n
Nucleotide interconversion,CYTK13
Nucleotide interconversion,CYTK13n
Nucleotide interconversion,CYTK14
Nucleotide interconversion,CYTK14n
Nucleotide interconversion,CYTK1m
Nucleotide interconversion,CYTK1n
Nucleotide interconversion,CYTK2n
Nucleotide interconversion,CYTK3
Nucleotide interconversion,CYTK3n
Nucleotide interconversion,CYTK4
Nucleotide interconversion,CYTK4n
Nucleotide interconversion,CYTK5
Nucleotide interconversion,CYTK5n
Nucleotide interconversion,CYTK6
Nucleotide interconversion,CYTK6n
Nucleotide interconversion,CYTK7
Nucleotide interconversion,CYTK7n
Nucleotide interconversion,CYTK8
Nucleotide interconversion,CYTK8n
Nucleotide interconversion,CYTK9
Nucleotide interconversion,CYTK9n
Nucleotide interconversion,DADA
Nucleotide interconversion,DADAe
Nucleotide interconversion,DADNK
Nucleotide interconversion,DCK1m
Nucleotide interconversion,DCK1n
Nucleotide interconversion,DCK2n
Nucleotide interconversion,DCYTDn
Nucleotide interconversion,DGK2m
Nucleotide interconversion,DGNSKm
Nucleotide interconversion,DURIK1
Nucleotide interconversion,DURIK1m
Nucleotide interconversion,DUTPDPm
Nucleotide interconversion,DUTPDPn
Nucleotide interconversion,GUACYC
Nucleotide interconversion,NDP10ex
Nucleotide interconversion,NDP3ex
Nucleotide interconversion,NDP6
Nucleotide interconversion,NDP7er
Nucleotide interconversion,NDP7ex
Nucleotide interconversion,NDP7g
Nucleotide interconversion,NDP8
Nucleotide interconversion,NDP8ex
Nucleotide interconversion,NDPK10
Nucleotide interconversion,NDPK10n
Nucleotide interconversion,NDPK1m
Nucleotide interconversion,NDPK1n
Nucleotide interconversion,NDPK2n
Nucleotide interconversion,NDPK3m
Nucleotide interconversion,NDPK3n
Nucleotide interconversion,NDPK4m
Nucleotide interconversion,NDPK4n
Nucleotide interconversion,NDPK5m
Nucleotide interconversion,NDPK5n
Nucleotide interconversion,NDPK6m
Nucleotide interconversion,NDPK6n
Nucleotide interconversion,NDPK7m
Nucleotide interconversion,NDPK7n
Nucleotide interconversion,NDPK8m
Nucleotide interconversion,NDPK8n
Nucleotide interconversion,NDPK9n
Nucleotide interconversion,NTD12
Nucleotide interconversion,NTD1m
Nucleotide interconversion,NTD2e
Nucleotide interconversion,NTD4e
Nucleotide interconversion,NTD5m
Nucleotide interconversion,NTD7e
Nucleotide interconversion,NTD9e
Nucleotide interconversion,NTP3e
Nucleotide interconversion,NTPP10
Nucleotide interconversion,NTPP9
Nucleotide interconversion,PDE1
Nucleotide interconversion,PDE1g
Nucleotide interconversion,PDE4
Nucleotide interconversion,PDE4g
Nucleotide interconversion,PDE4n
Nucleotide interconversion,SADT
Nucleotide interconversion,TMDK1m
Nucleotide interconversion,TRDR
Nucleotide interconversion,UMPK2
Nucleotide interconversion,UMPK2n
Nucleotide interconversion,UMPK3
Nucleotide interconversion,UMPK3n
Nucleotide interconversion,UMPK4
Nucleotide interconversion,UMPK4n
Nucleotide interconversion,UMPK5
Nucleotide interconversion,UMPK5n
Nucleotide interconversion,UMPK6
Nucleotide interconversion,UMPK6n
Nucleotide interconversion,UMPK7
Nucleotide interconversion,UMPK7n
Nucleotide interconversion,UMPKn
Nucleotide interconversion,URIDK2m
Nucleotide interconversion,r0394
Nucleotide interconversion,r0395
Nucleotide interconversion,r0456
Nucleotide interconversion,r0470
Nucleotide interconversion,r0472
Nucleotide interconversion,r0474
Nucleotide interconversion,r0475
Nucleotide interconversion,r0531
Nucleotide interconversion,r1156
Nucleotide interconversion,r1384
Nucleotide interconversion,ADK1
Nucleotide interconversion,ADSS
Nucleotide interconversion,BPNT
Nucleotide interconversion,CTPS1
Nucleotide interconversion,DGK1
Nucleotide interconversion,DTMPK
Nucleotide interconversion,DURIPP
Nucleotide interconversion,GK1
Nucleotide interconversion,GMPS2
Nucleotide interconversion,IMPD
Nucleotide interconversion,NDPK1
Nucleotide interconversion,NDPK2
Nucleotide interconversion,NDPK3
Nucleotide interconversion,NDPK4
Nucleotide interconversion,NDPK5
Nucleotide interconversion,NDPK6
Nucleotide interconversion,NDPK7
Nucleotide interconversion,NDPK8
Nucleotide interconversion,NDPK9
Nucleotide interconversion,PUNP1
Nucleotide interconversion,PUNP7
Nucleotide interconversion,RNDR1
Nucleotide interconversion,RNDR2
Nucleotide interconversion,RNDR3
Nucleotide interconversion,RNDR4
Nucleotide interconversion,TMDK1
Nucleotide interconversion,UMPK
Nucleotide interconversion,URIDK3
Nucleotide interconversion,r0345
Nucleotide interconversion,NTD6
Nucleotide interconversion,NTD7
Nucleotide interconversion,NTD8
Nucleotide interconversion,NTD9
Nucleotide interconversion,NTD10
Nucleotide interconversion,ADPRDP
Nucleotide interconversion,ADNK1
Nucleotide interconversion,CYTK1
Nucleotide interconversion,CYTK2
Nucleotide interconversion,TMDS
Nucleotide metabolism,HMR_3966
Nucleotide salvage pathway,ADPT
Nucleotide salvage pathway,GUAPRT
Nucleotide salvage pathway,HXPRT
Nucleotide sugar metabolism,UDPGLDCg
O-glycan metabolism,A4GNT1g
O-glycan metabolism,A4GNT2g
O-glycan metabolism,CORE2GTg
O-glycan metabolism,CORE3GTg
O-glycan metabolism,CORE4GTg
O-glycan metabolism,CORE5GTg
O-glycan metabolism,CORE6GTg
O-glycan metabolism,CORE7GTg
O-glycan metabolism,CORE8GTg
O-glycan metabolism,GALNTg
O-glycan metabolism,N3Tg
O-glycan metabolism,N4Tg
O-glycan metabolism,NS26T2g
O-glycan metabolism,NS26Tg
O-glycan metabolism,S23Tg
O-glycan metabolism,HMR_7180
O-glycan metabolism,HMR_7181
O-glycan metabolism,HMR_7197
Oxidative phosphorylation,PPAm
Oxidative phosphorylation,r0205
Oxidative phosphorylation,FADH2ETC
Oxidative phosphorylation,GLYC3PFADm
Oxidative phosphorylation,PPA
Oxidative phosphorylation,ATPS4mi
Oxidative phosphorylation,CYOR_u10mi
Oxidative phosphorylation,NADH2_u10mi
Oxidative phosphorylation,CYOOm3i
Oxidative phosphorylation,CYOOm2i
Pentose phosphate pathway,ABTD
Pentose phosphate pathway,ARABR
Pentose phosphate pathway,DGULND
Pentose phosphate pathway,DRPA
Pentose phosphate pathway,G6PDH1rer
Pentose phosphate pathway,G6PDH2rer
Pentose phosphate pathway,GNDer
Pentose phosphate pathway,GULN3D
Pentose phosphate pathway,GULNDer
Pentose phosphate pathway,GUR1PP
Pentose phosphate pathway,PGLer
Pentose phosphate pathway,RBK_D
Pentose phosphate pathway,UDPG1P
Pentose phosphate pathway,UDPGNP
Pentose phosphate pathway,XYLK
Pentose phosphate pathway,XYLTD_Dr
Pentose phosphate pathway,XYLUR
Pentose phosphate pathway,r0249
Pentose phosphate pathway,r0784
Pentose phosphate pathway,r0796
Pentose phosphate pathway,RE0124C
Pentose phosphate pathway,G6PDH2c
Pentose phosphate pathway,GNDc
Pentose phosphate pathway,PGLc
Pentose phosphate pathway,RPEc
Pentose phosphate pathway,ABTD1
Pentose phosphate pathway,G6PDH2r
Pentose phosphate pathway,GLYPHEHYc
Pentose phosphate pathway,PGL
Pentose phosphate pathway,PPM
Pentose phosphate pathway,PRPPS
Pentose phosphate pathway,RPE
Pentose phosphate pathway,RPI
Pentose phosphate pathway,TALA
Pentose phosphate pathway,TKT1
Pentose phosphate pathway,TKT2
Pentose phosphate pathway,r0570
Pentose phosphate pathway,RBK
Pentose phosphate pathway,DRBK
Pentose phosphate pathway,GND
Pentose phosphate pathway,HMR_4592
Peptide metabolism,ALAARGCYSr
Peptide metabolism,ALAARGGLYr
Peptide metabolism,ALAASNLEUr
Peptide metabolism,ALAGLYLYSr
Peptide metabolism,ALAHISALAr
Peptide metabolism,ALALYSTHRr
Peptide metabolism,ARGALAALAr
Peptide metabolism,ARGALAPHEr
Peptide metabolism,ARGALATHRr
Peptide metabolism,ARGARGr
Peptide metabolism,ARGARGLYSr
Peptide metabolism,ARGARGMETr
Peptide metabolism,ARGCYSGLYr
Peptide metabolism,ARGCYSSERr
Peptide metabolism,ARGGLUGLUr
Peptide metabolism,ARGGLUPROr
Peptide metabolism,ARGGLYGLYr
Peptide metabolism,ARGHISTHRr
Peptide metabolism,ARGLEUPHEr
Peptide metabolism,ARGLYSASPr
Peptide metabolism,ARGPHEARGr
Peptide metabolism,ARGPROMETr
Peptide metabolism,ARGPROTHRr
Peptide metabolism,ARGSERSERr
Peptide metabolism,ARGTYRVALr
Peptide metabolism,ARGVALCYSr
Peptide metabolism,ARGVALTRPr
Peptide metabolism,ASNASNARGr
Peptide metabolism,ASNCYSCYSr
Peptide metabolism,ASNMETPROr
Peptide metabolism,ASNPHEASPr
Peptide metabolism,ASNPHECYSr
Peptide metabolism,ASNTYRGLYr
Peptide metabolism,ASNTYRPHEr
Peptide metabolism,ASNTYRTHRr
Peptide metabolism,ASPALAARGr
Peptide metabolism,ASPASNGLUr
Peptide metabolism,ASPGLUr
Peptide metabolism,ASPGLUPROr
Peptide metabolism,ASPGLUTRPr
Peptide metabolism,ASPHISCYSr
Peptide metabolism,ASPHISPROr
Peptide metabolism,ASPLYSGLUr
Peptide metabolism,ASPLYSHISr
Peptide metabolism,ASPMETASPr
Peptide metabolism,ASPPROLYSr
Peptide metabolism,ASPVALASNr
Peptide metabolism,CYSASNMETr
Peptide metabolism,CYSASPPHEr
Peptide metabolism,CYSCYSr
Peptide metabolism,CYSGLNMETr
Peptide metabolism,CYSGLUHISr
Peptide metabolism,CYSGLUTRPr
Peptide metabolism,CYSLEUTHRr
Peptide metabolism,CYSSERMETr
Peptide metabolism,CYSTYRASNr
Peptide metabolism,GLNASNGLNr
Peptide metabolism,GLNHISHISr
Peptide metabolism,GLNHISLYSr
Peptide metabolism,GLNLYSLYSr
Peptide metabolism,GLNLYSTRPr
Peptide metabolism,GLNPROGLUr
Peptide metabolism,GLNTRPGLUr
Peptide metabolism,GLNTYRLEUr
Peptide metabolism,GLUARGLEUr
Peptide metabolism,GLUASNLEUr
Peptide metabolism,GLUGLUr
Peptide metabolism,GLUILELYSr
Peptide metabolism,GLULEUr
Peptide metabolism,GLUMETr
Peptide metabolism,GLUMETHISr
Peptide metabolism,GLUTHRr
Peptide metabolism,GLUTHRLYSr
Peptide metabolism,GLUTRPALAr
Peptide metabolism,GLYHISASNr
Peptide metabolism,GLYHISLYSr
Peptide metabolism,GLYLYSCYSr
Peptide metabolism,GLYLYSPHEr
Peptide metabolism,GLYTYRLYSr
Peptide metabolism,GLYVALHISr
Peptide metabolism,HISARGCYSr
Peptide metabolism,HISARGSERr
Peptide metabolism,HISASPr
Peptide metabolism,HISCYSCYSr
Peptide metabolism,HISGLNALAr
Peptide metabolism,HISGLUr
Peptide metabolism,HISGLUGLNr
Peptide metabolism,HISGLYLYSr
Peptide metabolism,HISHISLYSr
Peptide metabolism,HISLYSALAr
Peptide metabolism,HISLYSGLUr
Peptide metabolism,HISLYSILEr
Peptide metabolism,HISLYSTHRr
Peptide metabolism,HISLYSVALr
Peptide metabolism,HISMETr
Peptide metabolism,HISMETGLNr
Peptide metabolism,HISPHEARGr
Peptide metabolism,HISPROLYSr
Peptide metabolism,HISTRPHISr
Peptide metabolism,ILEARGILEr
Peptide metabolism,ILEASNHISr
Peptide metabolism,ILEASPr
Peptide metabolism,ILEGLNGLUr
Peptide metabolism,ILEGLYARGr
Peptide metabolism,ILEPROLYSr
Peptide metabolism,ILESERARGr
Peptide metabolism,ILETRPTYRr
Peptide metabolism,LEUALAARGr
Peptide metabolism,LEUASNASPr
Peptide metabolism,LEUASPLYSr
Peptide metabolism,LEULEUTRPr
Peptide metabolism,LEUPROr
Peptide metabolism,LEUPROARGr
Peptide metabolism,LEUSERTRPr
Peptide metabolism,LEUTRPr
Peptide metabolism,LEUTRPARGr
Peptide metabolism,LEUTYRTYRr
Peptide metabolism,LEUVALr
Peptide metabolism,LYSARGLEUr
Peptide metabolism,LYSCYSHISr
Peptide metabolism,LYSGLNPHEr
Peptide metabolism,LYSGLUGLUr
Peptide metabolism,LYSLYSLYSr
Peptide metabolism,LYSPHEILEr
Peptide metabolism,LYSTRPARGr
Peptide metabolism,LYSTYRILEr
Peptide metabolism,LYSVALPHEr
Peptide metabolism,LYSVALTRPr
Peptide metabolism,METARGLEUr
Peptide metabolism,METASNTYRr
Peptide metabolism,METGLNTYRr
Peptide metabolism,METGLYARGr
Peptide metabolism,METHISLYSr
Peptide metabolism,METMETILEr
Peptide metabolism,METPHEARGr
Peptide metabolism,METTRPPHEr
Peptide metabolism,PHEASNMETr
Peptide metabolism,PHEASPr
Peptide metabolism,PHEGLNPHEr
Peptide metabolism,PHELEUr
Peptide metabolism,PHELEUASPr
Peptide metabolism,PHELEUHISr
Peptide metabolism,PHELYSALAr
Peptide metabolism,PHELYSPROr
Peptide metabolism,PHEPHEr
Peptide metabolism,PHEPHEASNr
Peptide metabolism,PHEPHETHRr
Peptide metabolism,PHEPROARGr
Peptide metabolism,PHESERTRPr
Peptide metabolism,PHETHRLYSr
Peptide metabolism,PHETRPLEUr
Peptide metabolism,PHETYRr
Peptide metabolism,PHETYRGLNr
Peptide metabolism,PHETYRLYSr
Peptide metabolism,PROARGASPr
Peptide metabolism,PROARGCYSr
Peptide metabolism,PROASNCYSr
Peptide metabolism,PROCYSr
Peptide metabolism,PROGLNPROr
Peptide metabolism,PROGLULYSr
Peptide metabolism,PROHISr
Peptide metabolism,PROHISTYRr
Peptide metabolism,PROLEUARGr
